"","Speaker","Text","Scene","Episode","line_order_in_episode"
"11151","dent"," I can't stand Craig.",36,"03x04 - Episode Four",313
"11152","mrs bryant"," You do that very neatly, my dear.",37,"03x04 - Episode Four",314
"11153","mr bryant"," She was a good worker, even though things haven't gone so well lately.",37,"03x04 - Episode Four",315
"11154","mrs bryant"," I hope that you can accept our offer, Ethel, and that we can be friends, because we both wish you well, don't we, dear?",37,"03x04 - Episode Four",316
"11155","mr bryant"," I don't wish you ill, I'll say that.",37,"03x04 - Episode Four",317
"11156","ethel"," I can't accept your offer.",37,"03x04 - Episode Four",318
"11157","ethel"," And we won't be friends.",37,"03x04 - Episode Four",319
"11158","mrs bryant"," What? Not even for Charlie's sake?",37,"03x04 - Episode Four",320
"11159","ethel"," I think you love my son, Mr Bryant. I don't think you're a nice man, or a kind one, but I believe you love my boy.",37,"03x04 - Episode Four",321
"11160","ethel"," So you'll be pleased by what I've come here to say.",37,"03x04 - Episode Four",322
"11161","lady mary"," Any news while I was out?",38,"03x04 - Episode Four",323
"11162","matthew"," No. Perhaps the home secretary won't see him.",38,"03x04 - Episode Four",324
"11163","lady mary"," Papa will pull some strings until he does.",38,"03x04 - Episode Four",325
"11164","lady mary"," A-ha, you started on the Aegean task. How are you getting on?",38,"03x04 - Episode Four",326
"11165","matthew"," Badly. I'm beginning to get a sense of how it all works.",38,"03x04 - Episode Four",327
"11166","lady mary"," In a way, it's probably best you tackle it by yourself.",38,"03x04 - Episode Four",328
"11167","lady mary"," Ah, Carson. May we please have some tea?",38,"03x04 - Episode Four",329
"11168","mr carson"," Of course, my lady.",38,"03x04 - Episode Four",330
"11169","lady mary"," Anna said you're interviewing footmen today.",38,"03x04 - Episode Four",331
"11170","mr carson"," That is correct.",38,"03x04 - Episode Four",332
"11171","lady mary"," Have you chosen the lucky winner?",38,"03x04 - Episode Four",333
"11172","mr carson"," Not yet. There were two candidates when it came down to it. One was steady, but not much else, but the ladies downstairs want the other one.",38,"03x04 - Episode Four",334
"11173","matthew"," Why is that?",38,"03x04 - Episode Four",335
"11174","mr carson"," I don't know precisely, unless it's because he's more handsome.",38,"03x04 - Episode Four",336
"11175","lady mary"," Of course it's because he's more handsome. Oh, do pick him, Carson, and cheer us all up a bit. Alfred's nice, but he does look like a puppy who's been rescued from a puddle.",38,"03x04 - Episode Four",337
"11176","mr carson"," Well, this new one seems very sure of himself.",38,"03x04 - Episode Four",338
"11177","matthew"," You can manage that, can't you?",38,"03x04 - Episode Four",339
"11178","mr carson"," I suppose I could, sir.",38,"03x04 - Episode Four",340
"11179","lady mary"," Well, it's settled, then. Tell the maids they can buy their valentines.",38,"03x04 - Episode Four",341
"11180","mr carson"," So be it, my lady.",38,"03x04 - Episode Four",342
"11181","mr carson"," But Alfred is very good, you know. He's very willing, even if he is Miss O'Brien's nephew.",38,"03x04 - Episode Four",343
"11182","matthew"," Clearly nothing worse could be said of any man.",38,"03x04 - Episode Four",344
"11183","mrs bryant"," You'll want to say goodbye.",39,"03x04 - Episode Four",345
"11184","ethel"," I give you my blessings for your whole life long, my darling boy.",39,"03x04 - Episode Four",346
"11185","charlie"," Yes.",39,"03x04 - Episode Four",347
"11186","ethel"," You won't remember that or me.",39,"03x04 - Episode Four",348
"11187","ethel"," But I'll stay with you all the same.",39,"03x04 - Episode Four",349
"11188","mr bryant"," Let's not make a meal of it.",39,"03x04 - Episode Four",350
"11189","charlie"," Mummy.",39,"03x04 - Episode Four",351
"11190","mr bryant"," Come on.",39,"03x04 - Episode Four",352
"11191","mrs bryant"," I'll write to you.",39,"03x04 - Episode Four",353
"11192","ethel"," I'll never see my son again.",39,"03x04 - Episode Four",354
"11193","mrs bryant"," Never is a long time, Ethel. But you were right, he does love Charlie. And not just for his father's sake. Now, I must be going. Say goodbye.",39,"03x04 - Episode Four",355
"11194","mrs hughes"," You've done a hard thing today, Ethel. The hardest thing of all.",39,"03x04 - Episode Four",356
"11195","ethel"," You don't agree, do you?",39,"03x04 - Episode Four",357
"11196","isobel crawley"," I don't want to make you doubt now that it's happened.",39,"03x04 - Episode Four",358
"11197","mrs hughes"," You've done the right thing for the boy, Ethel, whatever Mrs Crawley may say, begging your pardon, ma'am.",39,"03x04 - Episode Four",359
"11198","isobel crawley"," Perhaps you're right.",39,"03x04 - Episode Four",360
"11199","mrs hughes"," I am, until we live in a very different world from this one.",39,"03x04 - Episode Four",361
"11200","ethel"," Well, then. I should be away.",39,"03x04 - Episode Four",362
"11201","mrs hughes"," What chance is there for a woman like her? She's taken the road to ruin. There's no way back.",39,"03x04 - Episode Four",363
"11202","turner"," Stand up! Against the wall, the pair of you.",40,"03x04 - Episode Four",364
"11203","craig"," What you looking for?",40,"03x04 - Episode Four",365
"11204","turner"," Just keep quiet.",40,"03x04 - Episode Four",366
"11205","guard"," Mr Turner.",40,"03x04 - Episode Four",367
"11206","turner"," Well, well. A very mysterious package, I don't think.",40,"03x04 - Episode Four",368
"11207","turner"," Craig, what d'you call this?",40,"03x04 - Episode Four",369
"11208","craig"," I don't know. I've done nothing.",40,"03x04 - Episode Four",370
"11209","turner"," You better come with us, Craig.",40,"03x04 - Episode Four",371
"11210","craig"," You'll be sorry.",40,"03x04 - Episode Four",372
"11211","tom"," Oh, thank God.",41,"03x04 - Episode Four",373
"11212","tom"," I'm so sorry.",41,"03x04 - Episode Four",374
"11213","lady sybil","Shh. It's all right.",41,"03x04 - Episode Four",375
"11214","lady sybil"," They didn't try to stop me, but it doesn't mean they won't come after us. Unless Papa can persuade them otherwise.",42,"03x04 - Episode Four",376
"11215","cora, countess of grantham"," Tom...",42,"03x04 - Episode Four",377
"11216","cora, countess of grantham"," How could you have left her all alone to fend for herself?",42,"03x04 - Episode Four",378
"11217","lady sybil"," It wasn't like that. We thought this might happen and we decided what to do. The question is, what now?",42,"03x04 - Episode Four",379
"11218","cora, countess of grantham"," You mustn't travel anymore, not before the baby's born.",42,"03x04 - Episode Four",380
"11219","lady sybil"," But Tom wants it to be born in Dublin.",42,"03x04 - Episode Four",381
"11220","lady mary"," He won't hold you to that now.",42,"03x04 - Episode Four",382
"11221","tom"," Well, won't this be the first place that they look?",42,"03x04 - Episode Four",383
"11222","lady sybil"," He didn't dance. And he isn't dancing now.",42,"03x04 - Episode Four",384
"11223","lady sybil"," Come in.",42,"03x04 - Episode Four",385
"11224","mr carson"," Telegram for you, my lady.",42,"03x04 - Episode Four",386
"11225","cora, countess of grantham"," Your father's coming home. He's seen Mr Short.",42,"03x04 - Episode Four",387
"11226","lady sybil"," And what happened?",42,"03x04 - Episode Four",388
"11227","cora, countess of grantham"," He doesn't say, only that neither of you is to leave Downton.",42,"03x04 - Episode Four",389
"11228","mr molesley"," You're back.",43,"03x04 - Episode Four",390
"11229","thomas"," I am. Anything happen here?",43,"03x04 - Episode Four",391
"11230","mr molesley"," There's a new footman; came today. How was London?",43,"03x04 - Episode Four",392
"11231","thomas"," I had fun, as a matter of fact.",43,"03x04 - Episode Four",393
"11232","thomas"," That's not for me to say, is it Mr Molesley? I better take these upstairs.",43,"03x04 - Episode Four",394
"11233","thomas"," You got the job then?",44,"03x04 - Episode Four",395
"11234","jimmy kent"," I'm on my way, Mr Barrow. They say you were a footman once.",44,"03x04 - Episode Four",396
"11235","thomas"," That's right.",44,"03x04 - Episode Four",397
"11236","jimmy kent"," So can I come to you if there's anything I need to know?",44,"03x04 - Episode Four",398
"11237","thomas"," Certainly. Why not?",44,"03x04 - Episode Four",399
"11238","tom"," I can never go back to Ireland? That's impossible!",45,"03x04 - Episode Four",400
"11239","robert, earl of grantham"," If you do, you'll be put in prison. It's the best I could manage.",45,"03x04 - Episode Four",401
"11240","cora, countess of grantham"," Surely they need proof to ban a man from his own country.",45,"03x04 - Episode Four",402
"11241","robert, earl of grantham"," They have more proof than Tom will concede.",45,"03x04 - Episode Four",403
"11242","lady sybil"," Is that fair?",45,"03x04 - Episode Four",404
"11243","lady sybil"," He's admitted to being there. He told you so himself.",45,"03x04 - Episode Four",405
"11244","robert, earl of grantham"," But he did not tell me that he attended Dublin meetings where the attacks on the Anglo-Irish were planned.",45,"03x04 - Episode Four",406
"11245","tom"," I was always against any personal violence. I swear it.",45,"03x04 - Episode Four",407
"11246","violet, dowager countess of grantham"," Oh, so at least we can sleep in our beds.",45,"03x04 - Episode Four",408
"11247","robert, earl of grantham"," Maybe, but you were not against the violent destruction of property.",45,"03x04 - Episode Four",409
"11248","tom"," I've told you, the sight of it was worse than I expected.",45,"03x04 - Episode Four",410
"11249","matthew"," So, what was the deal you managed to extract from the home secretary?",45,"03x04 - Episode Four",411
"11250","robert, earl of grantham"," They don't want to make a martyr of him. And with Sybil, they think they could have another Maud Gonne on their hands, or Lady Gregory, or worse if they're not careful.",45,"03x04 - Episode Four",412
"11251","violet, dowager countess of grantham"," Lady Gregory, Countess Markievicz...why are the Irish rebels so well born?",45,"03x04 - Episode Four",413
"11252","robert, earl of grantham"," Whatever the reason, I don't want Lady Sybil Branson to join their ranks. Mercifully, nor do the Irish authorities. If Tom can stay away, they'll leave him alone.",45,"03x04 - Episode Four",414
"11253","tom"," I can't be kept away from Ireland.",45,"03x04 - Episode Four",415
"11254","robert, earl of grantham"," You'll be arrested the moment you touch dry land.",45,"03x04 - Episode Four",416
"11255","mrs patmore"," Now then, do what Mr Carson tells you.",46,"03x04 - Episode Four",417
"11256","jimmy kent"," I know what I'm about.",46,"03x04 - Episode Four",418
"11257","daisy mason"," Are you all right, Alfred?",46,"03x04 - Episode Four",419
"11258","alfred nugent"," Yes. But shouldn't I be carrying the pork and Jimmy the veg? I am first footman.",46,"03x04 - Episode Four",420
"11259","mrs patmore"," Never mind that. Up you go.",46,"03x04 - Episode Four",421
"11260","daisy mason"," I think Alfred's right. Isn't he first footman, like he says.",46,"03x04 - Episode Four",422
"11261","mrs patmore"," That's for Mr Carson to decide.",46,"03x04 - Episode Four",423
"11262","mrs patmore"," By heck, it's nice to think we're running at full strength again.",46,"03x04 - Episode Four",424
"11263","daisy mason"," Really? I'm running at full strength and always have been with no one to help me neither.",46,"03x04 - Episode Four",425
"11264","mrs patmore"," All in good time, Daisy. All in good time.",46,"03x04 - Episode Four",426
"11265","violet, dowager countess of grantham"," What do you mean you wrote to a newspaper? No lady writes to a newspaper.",47,"03x04 - Episode Four",427
"11266","lady edith"," What about Lady Sarah Wilson? She's the daughter of a duke and she worked as a war journalist.",47,"03x04 - Episode Four",428
"11267","violet, dowager countess of grantham"," Well, she's a Churchill. The Churchills are different.",47,"03x04 - Episode Four",429
"11268","lady mary"," Have we no Churchill blood?",47,"03x04 - Episode Four",430
"11269","cora, countess of grantham"," I think Granny's right.",47,"03x04 - Episode Four",431
"11270","violet, dowager countess of grantham"," Can somebody write that down?",47,"03x04 - Episode Four",432
"11271","cora, countess of grantham"," It's good to have strong views, but notoriety is never helpful.",47,"03x04 - Episode Four",433
